stim_current,input_tau_e,input_adapt_inc,input_std_u,input_std_tau_rec,mean_rate_hz,mean_isi_cv,mean_refrac_frac,mean_mod_depth,spike_bsa_r_5ms,spike_bsa_r_10ms,spike_bsa_r_20ms,spike_bsa_r_50ms,spike_bsa_r_100ms,mean_burst_frac,mean_fano_factor,mean_temporal_sparseness,mean_dynamic_range,mean_mi_bits,n_active_neurons,composite_score
0.0100,12.00,0.0158,0.0000,0.0,104.18,0.7621,0.2940,0.9245,0.5792,0.7027,0.7824,0.8188,0.5855,0.2940,1.7341,0.3680,0.4894,0.9067,123.9,0.0000
0.0100,12.00,0.0158,0.1000,30.0,45.24,0.5723,0.0000,0.9568,0.1978,0.3144,0.4178,0.4410,0.3137,0.0000,0.5624,0.3907,0.3031,0.3514,123.9,0.4619
0.0100,12.00,0.0158,0.1500,80.0,34.09,0.4835,0.0000,0.9742,0.0726,0.0996,0.1249,0.0760,-0.0166,0.0000,0.4089,0.4527,0.2132,0.2063,123.2,0.2737
0.0100,12.00,0.0158,0.2500,50.0,33.65,0.4520,0.0000,0.9739,0.0667,0.0900,0.1154,0.0717,-0.0272,0.0000,0.3599,0.4416,0.1797,0.2065,122.7,0.2725
0.0100,12.00,0.0158,0.3500,120.0,30.50,0.4278,0.0000,0.9802,0.0248,0.0280,0.0153,-0.0833,-0.1571,0.0000,0.3510,0.4719,0.1372,0.1849,122.2,0.2362
0.0100,12.00,0.0500,0.0000,0.0,72.93,0.8926,0.1525,0.9775,0.6023,0.7293,0.8040,0.8147,0.5620,0.1525,2.0788,0.5250,0.4670,0.8037,123.9,0.0000
0.0100,12.00,0.0500,0.1000,30.0,20.48,0.5036,0.0000,0.9985,0.1194,0.1605,0.1941,0.2081,0.1662,0.0000,0.5323,0.6655,0.1385,0.2348,123.9,0.3138
0.0100,12.00,0.0500,0.1500,80.0,15.71,0.3880,0.0000,0.9992,0.0403,0.0411,0.0298,-0.0267,-0.0865,0.0000,0.4689,0.7319,0.0463,0.1852,123.2,0.2397
0.0100,12.00,0.0500,0.2500,50.0,15.51,0.3445,0.0000,0.9986,0.0364,0.0393,0.0324,-0.0220,-0.0837,0.0000,0.4306,0.7262,0.0184,0.1854,122.7,0.2402
0.0100,12.00,0.0500,0.3500,120.0,14.22,0.3094,0.0000,0.9973,0.0110,0.0041,-0.0167,-0.0916,-0.1486,0.0000,0.4383,0.7484,0.0053,0.1749,122.2,0.2222
0.0100,12.00,0.1581,0.0000,0.0,32.91,0.7759,0.0152,0.9955,0.3688,0.4981,0.5828,0.5912,0.4373,0.0152,1.3926,0.6631,0.3394,0.4848,123.9,0.6220
0.0100,12.00,0.1581,0.1000,30.0,9.85,0.2631,0.0000,0.9995,0.0624,0.0703,0.0824,0.0894,0.0469,0.0000,0.5233,0.8452,0.0026,0.1474,123.9,0.0000
0.0100,12.00,0.1581,0.1500,80.0,8.22,0.1646,0.0000,0.9992,0.0181,0.0068,-0.0059,-0.0435,-0.0897,0.0000,0.5630,0.8798,0.0001,0.1411,123.2,0.0000
0.0100,12.00,0.1581,0.2500,50.0,8.15,0.1441,0.0000,0.9989,0.0175,0.0092,-0.0059,-0.0448,-0.0836,0.0000,0.5636,0.8810,0.0000,0.1373,122.7,0.0000
0.0100,12.00,0.1581,0.3500,120.0,7.72,0.1169,0.0000,0.9973,0.0039,-0.0068,-0.0311,-0.0839,-0.1216,0.0000,0.5840,0.8886,0.0000,0.1370,122.2,0.0000
0.0100,12.00,0.5000,0.0000,0.0,13.71,0.4857,0.0000,0.9993,0.1861,0.2537,0.3360,0.4172,0.3161,0.0000,0.7181,0.7882,0.0692,0.2231,123.9,0.3234
0.0100,12.00,0.5000,0.1000,30.0,5.98,0.1125,0.0000,0.9995,0.0254,0.0148,0.0090,-0.0122,-0.0548,0.0000,0.6779,0.9291,0.0000,0.1141,123.9,0.0000
0.0100,12.00,0.5000,0.1500,80.0,5.39,0.0635,0.0000,0.9992,-0.0015,-0.0234,-0.0435,-0.0861,-0.1467,0.0000,0.7095,0.9416,0.0000,0.1115,123.1,0.0000
0.0100,12.00,0.5000,0.2500,50.0,5.37,0.0573,0.0000,0.9986,-0.0011,-0.0187,-0.0430,-0.0871,-0.1466,0.0000,0.7105,0.9415,0.0000,0.1118,122.7,0.0000
0.0100,12.00,0.5000,0.3500,120.0,5.20,0.0467,0.0000,0.9973,-0.0089,-0.0260,-0.0583,-0.1143,-0.1770,0.0000,0.7192,0.9438,0.0000,0.1123,122.2,0.0000
0.0100,12.00,1.5811,0.0000,0.0,7.06,0.2450,0.0000,0.9995,0.0914,0.1111,0.1507,0.2122,0.1441,0.0000,0.6528,0.9053,0.0001,0.1377,123.9,0.0000
0.0100,12.00,1.5811,0.1000,30.0,4.35,0.0486,0.0000,0.9995,-0.0015,-0.0251,-0.0445,-0.0834,-0.1515,0.0000,0.7652,0.9645,0.0000,0.1159,123.9,0.0000
0.0100,12.00,1.5811,0.1500,80.0,4.13,0.0282,0.0000,0.9992,-0.0134,-0.0416,-0.0678,-0.1199,-0.2021,0.0000,0.7774,0.9692,0.0000,0.1158,123.2,0.0000
0.0100,12.00,1.5811,0.2500,50.0,4.12,0.0273,0.0000,0.9986,-0.0114,-0.0364,-0.0661,-0.1211,-0.2018,0.0000,0.7778,0.9688,0.0000,0.1163,122.7,0.0000
0.0100,12.00,1.5811,0.3500,120.0,4.04,0.0202,0.0000,0.9970,-0.0156,-0.0386,-0.0749,-0.1318,-0.2152,0.0000,0.7814,0.9687,0.0000,0.1161,122.2,0.0000
0.0100,12.00,5.0000,0.0000,0.0,4.60,0.1115,0.0000,0.9995,0.0360,0.0287,0.0363,0.0489,0.0031,0.0000,0.7517,0.9590,0.0000,0.1202,123.9,0.0000
0.0100,12.00,5.0000,0.1000,30.0,3.57,0.0290,0.0000,0.9995,-0.0127,-0.0420,-0.0653,-0.1108,-0.1851,0.0000,0.8069,0.9814,0.0000,0.1202,123.9,0.0000
0.0100,12.00,5.0000,0.1500,80.0,3.47,0.0139,0.0000,0.9992,-0.0184,-0.0497,-0.0771,-0.1292,-0.2051,0.0000,0.8125,0.9834,0.0000,0.1204,123.1,0.0000
0.0100,12.00,5.0000,0.2500,50.0,3.46,0.0139,0.0000,0.9986,-0.0163,-0.0433,-0.0748,-0.1287,-0.2035,0.0000,0.8129,0.9830,0.0000,0.1199,122.7,0.0000
0.0100,12.00,5.0000,0.3500,120.0,3.41,0.0101,0.0000,0.9973,-0.0166,-0.0403,-0.0770,-0.1328,-0.2115,0.0000,0.8151,0.9826,0.0000,0.1193,122.2,0.0000
0.0139,0.05,0.0000,0.0000,0.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.05,0.0000,0.1000,30.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.05,0.0000,0.1500,80.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.05,0.0000,0.2500,50.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.05,0.0000,0.3500,120.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.05,0.0050,0.0000,0.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.05,0.0050,0.1000,30.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.05,0.0050,0.1500,80.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.05,0.0050,0.2500,50.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.05,0.0050,0.3500,120.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.05,0.0158,0.0000,0.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.05,0.0158,0.1000,30.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.05,0.0158,0.1500,80.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.05,0.0158,0.2500,50.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.05,0.0158,0.3500,120.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.05,0.0500,0.0000,0.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.05,0.0500,0.1000,30.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.05,0.0500,0.1500,80.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.05,0.0500,0.2500,50.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.05,0.0500,0.3500,120.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.05,0.1581,0.0000,0.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.05,0.1581,0.1000,30.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.05,0.1581,0.1500,80.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.05,0.1581,0.2500,50.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.05,0.1581,0.3500,120.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.05,0.5000,0.0000,0.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.05,0.5000,0.1000,30.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.05,0.5000,0.1500,80.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.05,0.5000,0.2500,50.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.05,0.5000,0.3500,120.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.05,1.5811,0.0000,0.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.05,1.5811,0.1000,30.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.05,1.5811,0.1500,80.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.05,1.5811,0.2500,50.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.05,1.5811,0.3500,120.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.05,5.0000,0.0000,0.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.05,5.0000,0.1000,30.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.05,5.0000,0.1500,80.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.05,5.0000,0.2500,50.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.05,5.0000,0.3500,120.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.09,0.0000,0.0000,0.0,0.09,0.0000,0.0000,0.0333,0.0068,0.0062,0.0105,0.0200,0.0280,0.0000,0.0286,0.0333,0.0000,0.0017,0.0,0.0000
0.0139,0.09,0.0000,0.1000,30.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.09,0.0000,0.1500,80.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.09,0.0000,0.2500,50.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.09,0.0000,0.3500,120.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.09,0.0050,0.0000,0.0,0.09,0.0000,0.0000,0.0333,0.0068,0.0062,0.0105,0.0200,0.0280,0.0000,0.0286,0.0333,0.0000,0.0017,0.0,0.0000
0.0139,0.09,0.0050,0.1000,30.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.09,0.0050,0.1500,80.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.09,0.0050,0.2500,50.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.09,0.0050,0.3500,120.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.09,0.0158,0.0000,0.0,0.09,0.0000,0.0000,0.0333,0.0068,0.0062,0.0105,0.0200,0.0280,0.0000,0.0286,0.0333,0.0000,0.0017,0.0,0.0000
0.0139,0.09,0.0158,0.1000,30.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.09,0.0158,0.1500,80.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.09,0.0158,0.2500,50.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.09,0.0158,0.3500,120.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.09,0.0500,0.0000,0.0,0.22,0.0000,0.0000,0.0667,0.0112,0.0135,0.0212,0.0401,0.0280,0.0000,0.0552,0.0667,0.0000,0.0017,0.1,0.0000
0.0139,0.09,0.0500,0.1000,30.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.09,0.0500,0.1500,80.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.09,0.0500,0.2500,50.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.09,0.0500,0.3500,120.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.09,0.1581,0.0000,0.0,0.22,0.0000,0.0000,0.0667,0.0124,0.0135,0.0212,0.0401,0.0280,0.0000,0.0552,0.0667,0.0000,0.0017,0.1,0.0000
0.0139,0.09,0.1581,0.1000,30.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.09,0.1581,0.1500,80.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.09,0.1581,0.2500,50.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.09,0.1581,0.3500,120.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.09,0.5000,0.0000,0.0,0.09,0.0000,0.0000,0.0333,0.0068,0.0062,0.0105,0.0200,0.0280,0.0000,0.0286,0.0333,0.0000,0.0017,0.0,0.0000
0.0139,0.09,0.5000,0.1000,30.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.09,0.5000,0.1500,80.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.09,0.5000,0.2500,50.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.09,0.5000,0.3500,120.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.09,1.5811,0.0000,0.0,0.09,0.0000,0.0000,0.0333,0.0068,0.0062,0.0105,0.0200,0.0280,0.0000,0.0286,0.0333,0.0000,0.0017,0.0,0.0000
0.0139,0.09,1.5811,0.1000,30.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.09,1.5811,0.1500,80.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.09,1.5811,0.2500,50.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.09,1.5811,0.3500,120.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.09,5.0000,0.0000,0.0,0.22,0.0000,0.0000,0.0667,0.0112,0.0135,0.0212,0.0401,0.0280,0.0000,0.0552,0.0667,0.0000,0.0017,0.1,0.0000
0.0139,0.09,5.0000,0.1000,30.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.09,5.0000,0.1500,80.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.09,5.0000,0.2500,50.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.09,5.0000,0.3500,120.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.17,0.0000,0.0000,0.0,7.39,0.2512,0.0000,1.0000,0.1982,0.2832,0.4184,0.5703,0.4429,0.0000,0.9026,0.8991,0.0000,0.0189,4.1,0.0000
0.0139,0.17,0.0000,0.1000,30.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.17,0.0000,0.1500,80.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.17,0.0000,0.2500,50.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.17,0.0000,0.3500,120.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.17,0.0050,0.0000,0.0,4.66,0.1846,0.0000,1.0000,0.1624,0.2288,0.3360,0.4660,0.3948,0.0000,0.8432,0.9582,0.0000,0.0163,4.1,0.0000
0.0139,0.17,0.0050,0.1000,30.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.17,0.0050,0.1500,80.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.17,0.0050,0.2500,50.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.17,0.0050,0.3500,120.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.17,0.0158,0.0000,0.0,3.41,0.0055,0.0000,1.0000,0.1418,0.1926,0.2735,0.3784,0.3403,0.0000,0.8152,0.9854,0.0000,0.0142,4.1,0.0000
0.0139,0.17,0.0158,0.1000,30.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.17,0.0158,0.1500,80.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.17,0.0158,0.2500,50.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.17,0.0158,0.3500,120.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.17,0.0500,0.0000,0.0,2.87,0.0000,0.0000,1.0000,0.1294,0.1783,0.2519,0.3294,0.2825,0.0000,0.8445,0.9971,0.0000,0.0134,4.0,0.0000
0.0139,0.17,0.0500,0.1000,30.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.17,0.0500,0.1500,80.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.17,0.0500,0.2500,50.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.17,0.0500,0.3500,120.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.17,0.1581,0.0000,0.0,2.75,0.0000,0.0000,1.0000,0.1271,0.1749,0.2472,0.3205,0.2684,0.0000,0.8505,0.9995,0.0000,0.0134,4.1,0.0000
0.0139,0.17,0.1581,0.1000,30.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.17,0.1581,0.1500,80.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.17,0.1581,0.2500,50.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
0.0139,0.17,0.1581,0.3500,120.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0,0.0000
